1,1
1,4
1,3
1,24
1,25
1,27
2,9
3,1
3,4
3,3
3,25
3,27
4,2
4,3
4,7
4,11
4,15
4,18
4,20
4,27
4,1
4,4
4,25
5,1
5,4
5,3
5,8
5,9
5,28
5,24
5,27
5,25
6,1
6,2
6,5
6,3
6,7
6,10
6,12
6,18
6,20
6,25
6,27
7,1
7,6
7,3
7,9
7,10
7,22
7,24
7,25
7,27
8,1
8,4
8,3
8,9
8,24
8,25
8,27
9,1
9,6
9,3
9,10
9,12
9,13
9,21
9,22
9,24
9,25
9,27
10,1
10,4
10,3
10,25
10,27
11,9
12,1
12,4
12,3
12,24
12,25
12,27
13,1
13,4
13,3
13,9
13,28
13,24
13,27
13,25
14,1
14,2
14,4
14,3
14,7
14,9
14,18
14,20
14,24
14,27
14,25
15,1
15,4
15,3
15,9
15,28
15,24
15,27
15,25
16,9
17,9
18,1
18,4
18,3
18,9
18,24
18,25
18,26
18,25
18,27
19,9
20,1
20,2
20,4
20,3
20,7
20,11
20,12
20,13
20,15
20,17
20,18
20,20
20,21
20,22
20,24
20,25
20,27
21,1
21,4
21,3
21,8
21,9
21,24
21,25
21,27
22,9
23,1
23,6
23,3
23,9
23,10
23,21
23,22
23,24
23,24
23,25
23,27
24,1
24,5
24,6
24,3
24,9
24,10
24,12
24,13
24,28
24,21
24,22
24,24
24,25
24,27
25,1
25,2
25,4
25,3
25,7
25,14
25,15
25,17
25,18
25,25
25,27
26,1
26,4
26,3
26,7
26,11
26,14
26,15
26,18
26,20
26,25
26,27
27,1
27,4
27,3
27,25
27,27
28,1
28,4
28,3
28,25
28,27
29,1
29,2
29,4
29,3
29,7
29,9
29,14
29,15
29,18
29,20
29,25
29,27
30,1
30,2
30,4
30,3
30,7
30,11
30,15
30,18
30,20
30,25
30,27
31,1
31,4
31,3
31,7
31,14
31,15
31,17
31,18
31,20
31,25
31,27
32,1
32,4
32,3
32,23
33,1
33,4
33,3
33,7
33,14
33,17
33,20
33,25
33,27
34,1
34,2
34,4
34,3
34,7
34,11
34,15
34,18
34,19
34,27
34,25
35,1
35,6
35,3
35,9
35,10
35,28
35,22
35,24
35,25
35,27
36,9
37,9
38,8
38,9
39,9
40,1
40,2
40,4
40,3
40,7
40,9
40,15
40,20
40,18
40,25
40,27
41,9
42,1
42,4
42,3
42,9
42,24
42,25
42,27
43,9
44,9
45,1
45,4
45,3
45,24
45,25
45,27
46,1
46,4
46,3
46,25
46,27
47,1
47,4
47,3
47,9
47,28
47,24
47,27
47,24
47,23
47,25
47,27
48,9
49,23
50,9
51,9
52,9
53,2
53,7
53,11
53,14
53,15
53,18
53,20
54,8
55,8
56,1
56,4
56,3
56,9
56,24
56,27
56,25
57,9
58,9
59,1
59,4
59,3
59,9
59,24
59,25
59,27
60,1
60,4
60,3
60,25
60,27
61,1
61,4
61,3
61,25
61,27
61,23
62,1
62,4
62,3
62,25
62,27
63,8
64,1
64,2
64,4
64,3
64,7
64,15
64,18
64,20
64,25
64,27
65,1
65,2
65,4
65,3
65,7
65,11
65,15
65,17
65,18
65,20
65,25
65,27
66,1
66,4
66,3
66,12
66,13
66,28
66,21
66,22
66,24
66,25
66,27
67,9
67,14
67,18
67,20
67,24
68,8
69,1
69,4
69,3
69,9
69,25
69,27
70,1
70,5
70,9
70,10
70,12
70,13
70,21
70,22
70,24
70,25
70,27
71,9
72,4
72,3
72,9
72,24
72,25
72,27
73,28
73,23
74,28
74,23
75,8
75,9
76,8
76,9
77,8
77,9
78,8
79,8
80,8
80,9
81,8
82,8
82,9
83,8
84,8
85,8
85,9
86,8
87,8
87,9
88,8
88,9
89,8
90,8
91,8
92,8
92,9
93,1
93,5
93,3
93,10
93,12
93,13
93,21
93,22
93,24
93,25
93,27
94,9
95,1
95,5
95,3
95,10
95,12
95,21
95,22
95,24
95,25
95,27
96,8
97,8
98,8
98,9
99,8
100,8
101,8
102,8
103,8
104,9
105,9
106,8
107,8
108,8
109,8
110,8
111,8
112,8
113,8
114,8
115,8
116,8
117,8
118,8
119,8
120,8
121,9
122,8
123,8
124,8
125,8
126,8
127,8
128,8
129,8
130,8
131,8
132,8
133,8
134,8
135,8
136,9
137,1
137,4
137,3
137,24
137,25
137,27
138,1
138,2
138,4
138,3
138,7
138,11
138,24
138,25
138,27
139,9
140,1
140,4
140,3
140,8
140,9
140,24
140,25
140,27
141,23
142,2
142,11
142,16
142,15
142,18
142,20
143,8
143,9
144,9
145,9
146,1
146,4
146,3
146,24
146,23
146,25
146,27
147,1
147,2
147,4
147,3
147,7
147,9
147,16
147,17
147,18
147,20
147,25
147,27
148,9
149,1
149,4
149,3
149,24
149,25
149,27
150,9
151,1
151,5
151,3
151,9
151,10
151,12
151,13
151,21
151,22
151,24
151,25
151,27
152,1
152,6
152,3
152,10
152,22
152,24
152,25
152,27
153,1
153,5
153,3
153,8
153,9
153,10
153,12
153,13
153,21
153,22
153,24
153,25
153,27
154,9
155,1
155,2
155,4
155,3
155,7
155,14
155,15
155,18
155,20
155,25
155,27
156,1
156,2
156,4
156,3
156,11
156,18
156,20
156,25
156,27
157,1
157,4
157,3
157,25
157,27
158,1
158,4
158,3
158,25
158,27
159,1
159,4
159,3
159,25
159,27
160,1
160,2
160,4
160,3
160,11
160,17
160,20
160,24
160,25
160,27
161,23
162,9
163,1
163,2
163,4
163,3
163,16
163,18
163,20
163,25
163,27
164,1
164,2
164,4
164,3
164,7
164,9
164,15
164,18
164,20
164,25
164,27
165,2
165,7
165,11
165,16
165,15
165,20
166,1
166,4
166,3
166,24
166,25
166,27
167,1
167,4
167,3
167,9
167,24
167,25
167,27
168,6
168,10
168,22
168,24
169,1
169,2
169,5
169,3
169,7
169,10
169,11
169,12
169,15
169,18
169,20
169,24
169,25
169,27
170,1
170,4
170,3
170,7
170,11
170,20
170,24
170,25
170,27
171,1
171,4
171,3
171,9
171,24
171,25
171,27
172,1
172,2
172,4
172,3
172,7
172,15
172,18
172,27
173,1
173,4
173,3
173,25
173,27
174,1
174,2
174,4
174,3
174,7
174,15
174,18
174,20
174,25
174,27
175,1
175,4
175,5
175,3
175,10
175,12
175,13
175,21
175,22
175,24
175,25
175,27
176,8
176,9
177,1
177,2
177,4
177,3
177,7
177,11
177,16
177,17
177,20
177,25
177,27
178,1
178,2
178,4
178,3
178,15
178,20
178,24
178,25
178,27
179,1
179,5
179,3
179,10
179,12
179,13
179,21
179,22
179,24
179,25
179,27
180,1
180,6
180,3
180,9
180,10
180,22
180,24
180,25
180,27
181,8
181,9
182,9
183,1
183,4
183,3
183,9
183,24
183,25
183,27
184,2
184,11
184,16
184,15
184,20
185,9
186,2
186,11
186,16
186,15
187,1
187,2
187,4
187,3
187,7
187,15
187,20
187,27
187,25
188,23
189,1
189,2
189,5
189,3
189,7
189,8
189,9
189,10
189,11
189,13
189,12
189,20
189,21
189,22
189,24
189,25
189,27
190,2
190,7
190,11
190,18
190,20
191,1
191,4
191,3
191,7
191,14
191,15
191,18
191,20
191,24
191,25
191,27
192,8
193,8
193,9
194,8
194,9
195,25
195,27
196,9
197,9
